char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price
س ن د,D N S,س,ن,د,S,N,D,899,20000
و س ن,N S U,و,س,ن,U,S,N,33,60000
ع ب س,S B E,ع,ب,س,E,B,S,194,15000
س م ر,R Z S,س,م,ر,S,Z,R,988,10000
ر ع ب,B E R,ر,ع,ب,R,E,B,719,18000
ح د ن,N D J,ح,د,ن,J,D,N,1115,10000
ق س ن,N S G,ق,س,ن,G,S,N,410,2500
ن ر ن,N R N,ن,ر,ن,N,R,N,906,14000
س هـ م,Z H S,س,هـ,م,S,H,Z,79,80000
ب ر و,U R B,ب,ر,و,B,R,U,9095,10000
و ر ك,K R U,و,ر,ك,U,R,K,139,20000
م ن ى,V N Z,م,ن,ى,Z,N,V,85,85000
ر م هـ,H Z R,ر,م,هـ,R,Z,H,9000,13000
ى س ح,J S V,ى,س,ح,V,S,J,250,5500
د ر ب,B R D,د,ر,ب,D,R,B,5554,15000
ع م ن,N Z E,ع,م,ن,E,Z,N,339,7500
ب ك ل,L K B,ب,ك,ل,B,K,L,888,27000
أ أ ب,B A A,أ,أ,ب,A,A,B,667,16000
ى ن د,D N V,ى,ن,د,V,N,D,2,90000
ن و ط,T U N,ن,و,ط,N,U,T,77,30000
هـ ر ط,T R H,هـ,ر,ط,H,R,T,6,60000
ح ب ى,V B J,ح,ب,ى,J,B,V,1122,13000
ح ب ك,K B J,ح,ب,ك,J,B,K,4428,3000
ك أ ع,E A K,ك,أ,ع,K,A,E,500,12000
أ أ أ,A A A,أ,أ,أ,A,A,A,0,2000000
ح ح ح,J J J,ح,ح,ح,J,J,J,16,220000
ح ق ك,K G J,ح,ق,ك,J,G,K,911,45000
ر ن أ,A N R,ر,ن,أ,R,N,A,1828,8000
ر و ن,N U R,ر,و,ن,R,U,N,33,58000
ر ن ح,J N R,ر,ن,ح,R,N,J,9092,5000
ط ر ب,B R T,ط,ر,ب,T,R,B,59,55000
د ص هـ,H X D,د,ص,هـ,D,X,H,666,25000
أ م ل,L Z A,أ,م,ل,A,Z,L,633,20000
ب ى م,Z V B,ب,ى,م,B,V,Z,2060,10000
أ د ب,B D A,أ,د,ب,A,D,B,9099,12000
ط ى ع,E V T,ط,ى,ع,T,V,E,2,93000
ط م ن,N Z T,ط,م,ن,T,Z,N,535,11000
د هـ ر,R H D,د,هـ,ر,D,H,R,3037,7000
ط هـ ح,J H T,ط,هـ,ح,T,H,J,97,11500
ر ن أ,A N R,ر,ن,أ,R,N,A,2461,5000
م م ك,K Z Z,م,م,ك,Z,Z,K,883,7000
ب ح هـ,H J B,ب,ح,هـ,B,J,H,21,25000
ب ك ك,K K B,ب,ك,ك,B,K,K,8881,20000
ر ب د,D B R,ر,ب,د,R,B,D,4544,5000
ص ح هـ,H J X,ص,ح,هـ,X,J,H,46,40000
أ م ن,N Z A,أ,م,ن,A,Z,N,123,50000
ى ب ب,B B V,ى,ب,ب,V,B,B,76,12000
ب ر أ,A R B,ب,ر,أ,B,R,A,4002,3000
س أ ى,V A S,س,أ,ى,S,A,V,1,500000
ع ن ن,N N E,ع,ن,ن,E,N,N,444,50000
د أ د,D A D,د,أ,د,D,A,D,3578,11000
و ك ع,E K U,و,ك,ع,U,K,E,515,9500
هـ ط ك,K T H,هـ,ط,ك,H,T,K,49,9000
ح ب ع,E B J,ح,ب,ع,J,B,E,444,20000
ب ع ك,K E B,ب,ع,ك,B,E,K,38,10000
ر ر ص,X R R,ر,ر,ص,R,R,X,7787,4900
ب ق ل,L G B,ب,ق,ل,B,G,L,3,25000
ب ك ل,L K B,ب,ك,ل,B,K,L,8887,3000
د أ ل,L A D,د,أ,ل,D,A,L,200,16000
س ح س,S J S,س,ح,س,S,J,S,4,50000
ق م أ,A Z G,ق,م,أ,G,Z,A,95,30000
ب س س,S S B,ب,س,س,B,S,S,11,250000
و ل س,S L U,و,ل,س,U,L,S,14,16000
أ هـ ك,K H A,أ,هـ,ك,A,H,K,2211,5000
ن ى س,S V N,ن,ى,س,N,V,S,37,15000
د ن ى,V N D,د,ن,ى,D,N,V,2072,2500
ح س د,D S J,ح,س,د,J,S,D,4400,9500
ى ق ح,J G V,ى,ق,ح,V,G,J,979,5250000
م ح ح,J J Z,م,ح,ح,Z,J,J,25,25000
أ أ أ,A A A,أ,أ,أ,A,A,A,6932,5000
ر ط هـ,H T R,ر,ط,هـ,R,T,H,999,20000
أ ب ل,L B A,أ,ب,ل,A,B,L,8188,25000
ح ل ل,L L J,ح,ل,ل,J,L,L,4020,7000
أ ر ص,X R A,أ,ر,ص,A,R,X,3003,4000
و ر ن,N R U,و,ر,ن,U,R,N,994,10000
م ص د,D X Z,م,ص,د,Z,X,D,666,50000
أ و ق,G U A,أ,و,ق,A,U,G,3070,5000
ب ك أ,A K B,ب,ك,أ,B,K,A,5003,12000
ل ع ب,B E L,ل,ع,ب,L,E,B,50,65000
أ ب ن,N B A,أ,ب,ن,A,B,N,88,30000
د ر ر,R R D,د,ر,ر,D,R,R,8040,15000
أ م ر,R Z A,أ,م,ر,A,Z,R,110,15000
أ ل ر,R L A,أ,ل,ر,A,L,R,2222,25000
و ك س,S K U,و,ك,س,U,K,S,2,105000
ط ط هـ,H T T,ط,ط,هـ,T,T,H,25,20000
ق ل ك,K L G,ق,ل,ك,G,L,K,10,40000
د ع و,U E D,د,ع,و,D,E,U,9222,6000
ب و ق,G U B,ب,و,ق,B,U,G,7373,4000000
ر ن ك,K N R,ر,ن,ك,R,N,K,2111,3000
ب ح ر,R J B,ب,ح,ر,B,J,R,6696,15000
ب ب و,U B B,ب,ب,و,B,B,U,8458,5000
ح ر م,Z R J,ح,ر,م,J,R,Z,1128,15000
ب ب ب,B B B,ب,ب,ب,B,B,B,8111,33000
ر ع و,U E R,ر,ع,و,R,E,U,6661,5500
أ ى ط,T V A,أ,ى,ط,A,V,T,6666,55000
د د هـ,H D D,د,د,هـ,D,D,H,400,20000
أ ى س,S V A,أ,ى,س,A,V,S,6262,10000
س ع م,Z E S,س,ع,م,S,E,Z,505,20000
و ب و,U B U,و,ب,و,U,B,U,977,10000
ب د ر,R D B,ب,د,ر,B,D,R,979,100000
أ ن س,S N A,أ,ن,س,A,N,S,1884,8000
ص م د,D Z X,ص,م,د,X,Z,D,40,35000
ح ك ح,J K J,ح,ك,ح,J,K,J,4464,2800
أ ص س,S X A,أ,ص,س,A,X,S,68,60000
د أ أ,A A D,د,أ,أ,D,A,A,2030,20000
ن ل ك,K L N,ن,ل,ك,N,L,K,92,19000
س هـ م,Z H S,س,هـ,م,S,H,Z,968,12500
د ع هـ,H E D,د,ع,هـ,D,E,H,58,15000
ح ر ع,E R J,ح,ر,ع,J,R,E,8,115000
ح ق أ,A G J,ح,ق,أ,J,G,A,6200,50000
ى م أ,A Z V,ى,م,أ,V,Z,A,218,7000
ل ر ص,X R L,ل,ر,ص,L,R,X,54,20000
د ط ب,B T D,د,ط,ب,D,T,B,4,60000
ح ر س,S R J,ح,ر,س,J,R,S,5050,25000
ك ح ح,J J K,ك,ح,ح,K,J,J,430,15000
و ل ط,T L U,و,ل,ط,U,L,T,46,13000
أ أ ى,V A A,أ,أ,ى,A,A,V,2323,15000
ع س ك,K S E,ع,س,ك,E,S,K,39,20000
د هـ ر,R H D,د,هـ,ر,D,H,R,509,15000
ر ل ك,K L R,ر,ل,ك,R,L,K,5550,4000
د ق ع,E G D,د,ق,ع,D,G,E,333,17000
ن ن ق,G N N,ن,ن,ق,N,N,G,556,9500
ب ق ن,N G B,ب,ق,ن,B,G,N,7337,15000
د ع ص,X E D,د,ع,ص,D,E,X,8886,5000
ك د ى,V D K,ك,د,ى,K,D,V,998,100000
ر ب ل,L B R,ر,ب,ل,R,B,L,6742,5000
ى ح أ,A J V,ى,ح,أ,V,J,A,203,4000
ر ك ر,R K R,ر,ك,ر,R,K,R,1582,5000
م س و,U S Z,م,س,و,Z,S,U,3,350000
د س ر,R S D,د,س,ر,D,S,R,666,15000
ط س م,Z S T,ط,س,م,T,S,Z,3,300000
ل ل م,Z L L,ل,ل,م,L,L,Z,508,10000
أ م م,Z Z A,أ,م,م,A,Z,Z,1515,15000
ح ل و,U L J,ح,ل,و,J,L,U,240,30000
ح د ص,X D J,ح,د,ص,J,D,X,2003,8000
ك ص م,Z X K,ك,ص,م,K,X,Z,535,7000
ح م د,D Z J,ح,م,د,J,Z,D,8733,3000
ح ر ب,B R J,ح,ر,ب,J,R,B,9966,30000
أ ص م,Z X A,أ,ص,م,A,X,Z,8555,4000
م أ ر,R A Z,م,أ,ر,Z,A,R,822,4100
س س س,S S S,س,س,س,S,S,S,151,40000
ر أ و,U A R,ر,أ,و,R,A,U,26,22000
د ب م,Z B D,د,ب,م,D,B,Z,3,85000
هـ ب ط,T B H,هـ,ب,ط,H,B,T,84,11000
ح ن ر,R N J,ح,ن,ر,J,N,R,1361,2500
ح ع هـ,H E J,ح,ع,هـ,J,E,H,88,19500
س هـ ل,L H S,س,هـ,ل,S,H,L,22,80000
و ط ن,N T U,و,ط,ن,U,T,N,87,200000
ب ب ى,V B B,ب,ب,ى,B,B,V,6996,10000
س م ب,B Z S,س,م,ب,S,Z,B,353,5000
ى ن ى,V N V,ى,ن,ى,V,N,V,30,30000
أ هـ م,Z H A,أ,هـ,م,A,H,Z,143,28000
أ م ل,L Z A,أ,م,ل,A,Z,L,2989,15000
و هـ ن,N H U,و,هـ,ن,U,H,N,93,18000
ل ى د,D V L,ل,ى,د,L,V,D,79,20000
ن و هـ,H U N,ن,و,هـ,N,U,H,303,9000
ح ك ر,R K J,ح,ك,ر,J,K,R,7,55000
أ ل م,Z L A,أ,ل,م,A,L,Z,8288,5000
م ك ق,G K Z,م,ك,ق,Z,K,G,802,15000
ق ق ق,G G G,ق,ق,ق,G,G,G,16,300000
ر ع ب,B E R,ر,ع,ب,R,E,B,2328,20000
هـ ع ل,L E H,هـ,ع,ل,H,E,L,20,18500
د ط و,U T D,د,ط,و,D,T,U,10,19500
ق ح ط,T J G,ق,ح,ط,G,J,T,980,24500
ل و ل,L U L,ل,و,ل,L,U,L,708,23000
هـ ى م,Z V H,هـ,ى,م,H,V,Z,290,15000
ق م ر,R Z G,ق,م,ر,G,Z,R,540,32000
ر هـ ل,L H R,ر,هـ,ل,R,H,L,1239,5000
هـ ل ى,V L H,هـ,ل,ى,H,L,V,665,10000
ق ر م,Z R G,ق,ر,م,G,R,Z,966,50000
س ب ع,E B S,س,ب,ع,S,B,E,8381,12000
ط ك ص,X K T,ط,ك,ص,T,K,X,1,320000
ص ع ى,V E X,ص,ع,ى,X,E,V,111,35000
ر ك ن,N K R,ر,ك,ن,R,K,N,992,22000
د ل ق,G L D,د,ل,ق,D,L,G,73,12000
ل م و,U Z L,ل,م,و,L,Z,U,66,66000
د ل و,U L D,د,ل,و,D,L,U,67,28000
ن م س,S Z N,ن,م,س,N,Z,S,9,135000
هـ د ى,V D H,هـ,د,ى,H,D,V,505,70000
ص ل م,Z L X,ص,ل,م,X,L,Z,9,73000
س س هـ,H S S,س,س,هـ,S,S,H,55,42000
س هـ م,Z H S,س,هـ,م,S,H,Z,700,85000
س ح ر,R J S,س,ح,ر,S,J,R,0,400000
ى ع أ,A E V,ى,ع,أ,V,E,A,57,10000
ر ح ب,B J R,ر,ح,ب,R,J,B,7394,1600
ر و ح,J U R,ر,و,ح,R,U,J,54,35000
د هـ ب,B H D,د,هـ,ب,D,H,B,9600,3300
ن و ن,N U N,ن,و,ن,N,U,N,212,30000
ح ص هـ,H X J,ح,ص,هـ,J,X,H,77,200000
ن ق ب,B G N,ن,ق,ب,N,G,B,5,75000
ر أ ن,N A R,ر,أ,ن,R,A,N,3,30000
أ أ ن,N A A,أ,أ,ن,A,A,N,300,14000
ع و د,D U E,ع,و,د,E,U,D,302,22000
ر و و,U U R,ر,و,و,R,U,U,2030,7500
ر هـ م,Z H R,ر,هـ,م,R,H,Z,9888,4500
ر هـ م,Z H R,ر,هـ,م,R,H,Z,9777,4500
ر هـ م,Z H R,ر,هـ,م,R,H,Z,1400,4500
د ح م,Z J D,د,ح,م,D,J,Z,350,30000
ب ع ق,G E B,ب,ع,ق,B,E,G,222,19500
م ن و,U N Z,م,ن,و,Z,N,U,776,17000
هـ هـ ن,N H H,هـ,هـ,ن,H,H,N,25,19000
ل ع ع,E E L,ل,ع,ع,L,E,E,12,25000
م ى ى,V V Z,م,ى,ى,Z,V,V,47,30000
م و ن,N U Z,م,و,ن,Z,U,N,113,18000
ق م ر,R Z G,ق,م,ر,G,Z,R,406,28000
ن ن ن,N N N,ن,ن,ن,N,N,N,408,30000
ح م ر,R Z J,ح,م,ر,J,Z,R,35,35000
ص ن و,U N X,ص,ن,و,X,N,U,33,22000
أ د ق,G D A,أ,د,ق,A,D,G,9000,3000
ى ق ص,X G V,ى,ق,ص,V,G,X,490,4000
ط ك ص,X K T,ط,ك,ص,T,K,X,3,63000
ل هـ ق,G H L,ل,هـ,ق,L,H,G,22,23000
ح ح ح,J J J,ح,ح,ح,J,J,J,6572,6000
م ى ى,V V Z,م,ى,ى,Z,V,V,167,13000
أ ر ب,B R A,أ,ر,ب,A,R,B,75,15000
أ ر ر,R R A,أ,ر,ر,A,R,R,9993,6000
ص د ص,X D X,ص,د,ص,X,D,X,2,200000
ح ر ر,R R J,ح,ر,ر,J,R,R,3444,7000
ر ن ق,G N R,ر,ن,ق,R,N,G,2024,10000
م ى ى,V V Z,م,ى,ى,Z,V,V,224,20000
د ص م,Z X D,د,ص,م,D,X,Z,77,23000
و و ع,E U U,و,و,ع,U,U,E,633,10500
ح ب د,D B J,ح,ب,د,J,B,D,777,20000
ق ق ق,G G G,ق,ق,ق,G,G,G,38,170000
ق م س,S Z G,ق,م,س,G,Z,S,666,27000
ب ط ى,V T B,ب,ط,ى,B,T,V,6,22500
ح ل م,Z L J,ح,ل,م,J,L,Z,1223,6000
م ل ك,K L Z,م,ل,ك,Z,L,K,179,28500
ب ر ق,G R B,ب,ر,ق,B,R,G,566,17000
ح أ ر,R A J,ح,أ,ر,J,A,R,9966,7000
م هـ ع,E H Z,م,هـ,ع,Z,H,E,400,10000
ق ق ق,G G G,ق,ق,ق,G,G,G,932,25000
ر م ب,B Z R,ر,م,ب,R,Z,B,12,15000
ك ك د,D K K,ك,ك,د,K,K,D,78,22500
و و ب,B U U,و,و,ب,U,U,B,11,60000
ع ط ر,R T E,ع,ط,ر,E,T,R,86,65000
ر ب م,Z B R,ر,ب,م,R,B,Z,4444,23000
ى ح ط,T J V,ى,ح,ط,V,J,T,707,15000
م ع ط,T E Z,م,ع,ط,Z,E,T,534,4000
ع ق أ,A G E,ع,ق,أ,E,G,A,117,18000
ى ط ى,V T V,ى,ط,ى,V,T,V,70,23500
ن هـ ر,R H N,ن,هـ,ر,N,H,R,727,15000
ص ق ن,N G X,ص,ق,ن,X,G,N,9,64000
ص ع د,D E X,ص,ع,د,X,E,D,9,115000
د ع س,S E D,د,ع,س,D,E,S,1178,1500
ر ص ل,L X R,ر,ص,ل,R,X,L,2,120000
ر ص س,S X R,ر,ص,س,R,X,S,1155,3500
ب ر و,U R B,ب,ر,و,B,R,U,29,35000
ر ن و,U N R,ر,ن,و,R,N,U,9929,12000
أ س س,S S A,أ,س,س,A,S,S,9992,15000
ن ح ق,G J N,ن,ح,ق,N,J,G,41,10000
أ أ ح,J A A,أ,أ,ح,A,A,J,5555,45000
ر ن د,D N R,ر,ن,د,R,N,D,1919,8000
ر ن أ,A N R,ر,ن,أ,R,N,A,1234,10000
ط ب ر,R B T,ط,ب,ر,T,B,R,60,14000
ق ع ك,K E G,ق,ع,ك,G,E,K,50,15000
ك ح أ,A J K,ك,ح,أ,K,J,A,16,16000
ق أ ط,T A G,ق,أ,ط,G,A,T,25,25000
ع ق ل,L G E,ع,ق,ل,E,G,L,575,26000
م س ى,V S Z,م,س,ى,Z,S,V,101,20000
ط ص س,S X T,ط,ص,س,T,X,S,702,10000
ب هـ ب,B H B,ب,هـ,ب,B,H,B,8,99000
ق ح ط,T J G,ق,ح,ط,G,J,T,505,5000000
ح ح ب,B J J,ح,ح,ب,J,J,B,7,200000
ح ح ب,B J J,ح,ح,ب,J,J,B,8,200000
ص م م,Z Z X,ص,م,م,X,Z,Z,44,50000
ل ل د,D L L,ل,ل,د,L,L,D,44,50000
ب ح م,Z J B,ب,ح,م,B,J,Z,2,50000
هـ ب ب,B B H,هـ,ب,ب,H,B,B,44,18000
ح ر س,S R J,ح,ر,س,J,R,S,315,15000
ح ى ن,N V J,ح,ى,ن,J,V,N,5155,3000
د ص ع,E X D,د,ص,ع,D,X,E,4440,4000
ب د ر,R D B,ب,د,ر,B,D,R,109,30000
ر ن و,U N R,ر,ن,و,R,N,U,9246,3000
ل ع ل,L E L,ل,ع,ل,L,E,L,182,4000
ب ن ح,J N B,ب,ن,ح,B,N,J,6664,1500
ح ب ع,E B J,ح,ب,ع,J,B,E,888,17500
ر هـ ب,B H R,ر,هـ,ب,R,H,B,3333,39000
ب ل ب,B L B,ب,ل,ب,B,L,B,88,37000
ل م هـ,H Z L,ل,م,هـ,L,Z,H,999,100000
هـ ر ب,B R H,هـ,ر,ب,H,R,B,22,60000
د ن د,D N D,د,ن,د,D,N,D,4646,8500
ن ن س,S N N,ن,ن,س,N,N,S,96,45000
أ و س,S U A,أ,و,س,A,U,S,4,34000
ب هـ ى,V H B,ب,هـ,ى,B,H,V,76,13500
ك هـ ق,G H K,ك,هـ,ق,K,H,G,35,13500
ر م س,S Z R,ر,م,س,R,Z,S,26,19000
ح ى ل,L V J,ح,ى,ل,J,V,L,2006,9000
م و ى,V U Z,م,و,ى,Z,U,V,999,55000
ب ن ى,V N B,ب,ن,ى,B,N,V,51,13000
ر ب أ,A B R,ر,ب,أ,R,B,A,7731,3500
د ح ك,K J D,د,ح,ك,D,J,K,2006,8000
ص ص ص,X X X,ص,ص,ص,X,X,X,109,21500
و ل ص,X L U,و,ل,ص,U,L,X,88,22000
س هـ م,Z H S,س,هـ,م,S,H,Z,703,20000
ص و ك,K U X,ص,و,ك,X,U,K,69,18000
